subsystem,path_from_root
COR,/Engine/Plugins/Runtime/LocationServicesBPLibrary
PLA,/Engine/Plugins/Runtime/LocationServicesIOSImpl
GMP,/Engine/Plugins/Runtime/MassEntity
GMP,/Engine/Plugins/Runtime/MassGameplay
EDI,/Engine/Plugins/Runtime/MeshModelingToolset
AUD,/Engine/Plugins/Runtime/Metasound
AUD,/Engine/Plugins/Runtime/MicrosoftSpatialAudio
AUD,/Engine/Plugins/Runtime/MIDIDevice
EDI,/Engine/Plugins/Runtime/MobilePatchingUtils
LLR,/Engine/Plugins/Runtime/nDisplay
OMP,/Engine/Plugins/Runtime/NetworkPrediction
OMP,/Engine/Plugins/Runtime/NetworkPredictionExtras
OMP,/Engine/Plugins/Runtime/NetworkPredictionInsights
OMP,/Engine/Plugins/Runtime/Nvidia/Reflex
LLR,/Engine/Plugins/Runtime/OpenCV
EDI,/Engine/Plugins/Runtime/OptionalMobileFeaturesBPLibrary
AUD,/Engine/Plugins/Runtime/OSC
AUD,/Engine/Plugins/Runtime/OSCModulationMixing
PHY,/Engine/Plugins/Runtime/PhysXVehicles
FES,/Engine/Plugins/Runtime/PreLoadScreenMoviePlayer
SKA,/Engine/Plugins/Runtime/ProceduralMeshComponent
EDI,/Engine/Plugins/Runtime/PropertyAccess
OMP,/Engine/Plugins/Runtime/ReplicationGraph
AUD,/Engine/Plugins/Runtime/ResonanceAudio
PHY,/Engine/Plugins/Runtime/RuntimePhysXCooking
GMP,/Engine/Plugins/Runtime/SignificanceManager
EDI,/Engine/Plugins/Runtime/SkeletalMerging
GMP,/Engine/Plugins/Runtime/SmartObjects
AUD,/Engine/Plugins/Runtime/SoundCueTemplates
AUD,/Engine/Plugins/Runtime/SoundFields
AUD,/Engine/Plugins/Runtime/SoundMod
AUD,/Engine/Plugins/Runtime/SoundUtilities
AUD,/Engine/Plugins/Runtime/Spatialization
GMP,/Engine/Plugins/Runtime/SunPosition
AUD,/Engine/Plugins/Runtime/Synthesis
LLR,/Engine/Plugins/Runtime/TextureShare
LLR,/Engine/Plugins/Runtime/WarpUtils
PLA,/Engine/Plugins/Runtime/WebBrowserNativeProxy
FES,/Engine/Plugins/Runtime/WebBrowserWidget
FES,/Engine/Plugins/Runtime/WebMMoviePlayer
PLA,/Engine/Plugins/Runtime/Windows/WinDualShock
PLA,/Engine/Plugins/Runtime/WindowsDeviceProfileSelector
PLA,/Engine/Plugins/Runtime/WindowsMixedReality
PLA,/Engine/Plugins/Runtime/WindowsMoviePlayer
FES,/Engine/Plugins/Slate
VFX,/Engine/Plugins/VirtualProduction
LLR,/Engine/Plugins/XGEController
DEB,/Engine/Programs/CrashReportClient
GMP,/Engine/Programs/LiveCodingConsole
LLR,/Engine/Programs/ShaderCompileWorker
FES,/Engine/Programs/UnrealFrontend
EDI,/Engine/Programs/UnrealGameSync
GMP,/Engine/Programs/UnrealHeaderTool
DEB,/Engine/Programs/UnrealInsights
VFX,/Engine/Programs/UnrealLightmass
EDI,/Engine/Programs/UnrealMultiUserServer
RES,/Engine/Programs/UnrealPak
EDI,/Engine/Programs/UnrealRecoverySvc
PLA,/Engine/Source/Developer/Android
SKA,/Engine/Source/Developer/AnimationDataController
FES,/Engine/Source/Developer/AnimationWidgets
PLA,/Engine/Source/Developer/Apple
RES,/Engine/Source/Developer/AssetTools
RES,/Engine/Source/Developer/AudioFormatADPCM
RES,/Engine/Source/Developer/AudioFormatBink
RES,/Engine/Source/Developer/AudioFormatOgg
RES,/Engine/Source/Developer/AudioFormatOpus
EDI,/Engine/Source/Developer/AudioSettingsEditor
EDI,/Engine/Source/Developer/AutomationWindow
GMP,/Engine/Source/Developer/BSPUtils
RES,/Engine/Source/Developer/CollectionManager
PHY,/Engine/Source/Developer/CollisionAnalyzer
EDI,/Engine/Source/Developer/CookedEditor
DEB,/Engine/Source/Developer/CrashDebugHelper
RES,/Engine/Source/Developer/Datasmith
RES,/Engine/Source/Developer/DerivedDataCache
PLA,/Engine/Source/Developer/DesktopPlatform
FES,/Engine/Source/Developer/DesktopWidgets
DEB,/Engine/Source/Developer/DeveloperToolSettings
COR,/Engine/Source/Developer/DeviceManager
PLA,/Engine/Source/Developer/DirectoryWatcher
COR,/Engine/Source/Developer/DistributedBuildInterface
COR,/Engine/Source/Developer/EditorAnalyticsSession
FES,/Engine/Source/Developer/ExternalImagePicker
PLA,/Engine/Source/Developer/FileUtilities
DEB,/Engine/Source/Developer/GameplayDebugger
SGC,/Engine/Source/Developer/GeometryProcessingInterfaces
COR,/Engine/Source/Developer/GraphColor
SGC,/Engine/Source/Developer/HierarchicalLODUtilities
COR,/Engine/Source/Developer/HotReload
PLA,/Engine/Source/Developer/IOS
RES,/Engine/Source/Developer/IoStoreUtilities
FES,/Engine/Source/Developer/LauncherServices
PLA,/Engine/Source/Developer/Linux
COR,/Engine/Source/Developer/Localization
COR,/Engine/Source/Developer/LocalizationService
FES,/Engine/Source/Developer/LogVisualizer
PLA,/Engine/Source/Developer/Mac
RES,/Engine/Source/Developer/MaterialBaking
RES,/Engine/Source/Developer/MaterialUtilities
FES,/Engine/Source/Developer/Merge
SKA,/Engine/Source/Developer/MeshBoneReduction
SKA,/Engine/Source/Developer/MeshBuilder
SKA,/Engine/Source/Developer/MeshBuilderCommon
SKA,/Engine/Source/Developer/MeshDescriptionOperations
SKA,/Engine/Source/Developer/MeshMergeUtilities
SKA,/Engine/Source/Developer/MeshReductionInterface
SKA,/Engine/Source/Developer/MeshSimplifier
SKA,/Engine/Source/Developer/MeshUtilities
SKA,/Engine/Source/Developer/MeshUtilitiesEngine
DEB,/Engine/Source/Developer/MessageLog
LLR,/Engine/Source/Developer/NaniteBuilder
DEB,/Engine/Source/Developer/OutputLog
RES,/Engine/Source/Developer/PakFileUtilities
PHY,/Engine/Source/Developer/PhysicsUtilities
DEB,/Engine/Source/Developer/Profiler
DEB,/Engine/Source/Developer/ProfilerClient
DEB,/Engine/Source/Developer/ProfilerMessages
DEB,/Engine/Source/Developer/ProfilerService
FES,/Engine/Source/Developer/ProjectLauncher
DEB,/Engine/Source/Developer/RealtimeProfiler
COR,/Engine/Source/Developer/RigVMDeveloper
DEB,/Engine/Source/Developer/ScreenShotComparison
DEB,/Engine/Source/Developer/ScreenShotComparisonTools
GMP,/Engine/Source/Developer/ScriptDisassembler
FES,/Engine/Source/Developer/SessionFrontend
COR,/Engine/Source/Developer/Settings
COR,/Engine/Source/Developer/SettingsEditor
LLR,/Engine/Source/Developer/ShaderCompilerCommon
LLR,/Engine/Source/Developer/ShaderFormatOpenGL
LLR,/Engine/Source/Developer/ShaderFormatVectorVM
LLR,/Engine/Source/Developer/ShaderPreprocessor
FES,/Engine/Source/Developer/SharedSettingsWidgets
SKA,/Engine/Source/Developer/SkeletalMeshUtilitiesCommon
FES,/Engine/Source/Developer/SlateFileDialogs
FES,/Engine/Source/Developer/SlateFontDialog
FES,/Engine/Source/Developer/SlateReflector
GMP,/Engine/Source/Developer/SourceCodeAccess
GMP,/Engine/Source/Developer/SourceControl
LLR,/Engine/Source/Developer/StandaloneRenderer
PLA,/Engine/Source/Developer/TargetPlatform
FES,/Engine/Source/Developer/TaskGraph
RES,/Engine/Source/Developer/TextureBuild
RES,/Engine/Source/Developer/TextureCompressor
RES,/Engine/Source/Developer/TextureFormat
RES,/Engine/Source/Developer/TextureFormatASTC
RES,/Engine/Source/Developer/TextureFormatDXT
RES,/Engine/Source/Developer/TextureFormatETC2
RES,/Engine/Source/Developer/TextureFormatIntelISPCTexComp
RES,/Engine/Source/Developer/TextureFormatUncompressed
FES,/Engine/Source/Developer/ToolMenus
FES,/Engine/Source/Developer/ToolWidgets
DEB,/Engine/Source/Developer/TraceAnalysis
DEB,/Engine/Source/Developer/TraceInsights
DEB,/Engine/Source/Developer/TraceServices
COR,/Engine/Source/Developer/TreeMap
PLA,/Engine/Source/Developer/TurnkeyIO
RES,/Engine/Source/Developer/UncontrolledChangelists
COR,/Engine/Source/Developer/VisualGraphUtils
LLR,/Engine/Source/Developer/VulkanShaderFormat
PLA,/Engine/Source/Developer/Windows
LLR,/Engine/Source/Developer/XGEController
RES,/Engine/Source/Developer/Zen
EDI,/Engine/Source/Editor
DEB,/Engine/Source/Programs/BenchmarkTool
DEB,/Engine/Source/Programs/BreakpadSymbolEncoder
DEB,/Engine/Source/Programs/ChaosVisualDebugger
DEB,/Engine/Source/Programs/CrashReportClient
RES,/Engine/Source/Programs/Enterprise/Datasmith
FES,/Engine/Source/Programs/EpicWebHelper
RES,/Engine/Source/Programs/InterchangeWorker
PLA,/Engine/Source/Programs/IOS
GMP,/Engine/Source/Programs/LiveCodingConsole
PLA,/Engine/Source/Programs/Mac
DEB,/Engine/Source/Programs/MemoryProfiler2
DEB,/Engine/Source/Programs/NetworkProfiler
LLR,/Engine/Source/Programs/ShaderCompileWorker
FES,/Engine/Source/Programs/SlateViewer
COR,/Engine/Source/Programs/SwitchboardListener
LLR,/Engine/Source/Programs/TextureShare
PLA,/Engine/Source/Programs/UnrealAndroidFileTool
FES,/Engine/Source/Programs/UnrealFrontend
EDI,/Engine/Source/Programs/UnrealGameSync
GMP,/Engine/Source/Programs/UnrealHeaderTool
DEB,/Engine/Source/Programs/UnrealInsights
COR,/Engine/Source/Programs/UnrealLightmass
EDI,/Engine/Source/Programs/UnrealMultiUserServer
COR,/Engine/Source/Programs/UnrealObjectPtrTool
RES,/Engine/Source/Programs/UnrealPak
EDI,/Engine/Source/Programs/UnrealRecoverySvc
EDI,/Engine/Source/Programs/UnrealSwarm
DEB,/Engine/Source/Programs/UnrealTraceServer
EDI,/Engine/Source/Programs/UnrealVersionSelector
PLA,/Engine/Source/Programs/Windows
RES,/Engine/Source/Programs/ZenDashboard
FES,/Engine/Source/Runtime/AdvancedWidgets
COR,/Engine/Source/Runtime/Analytics
PLA,/Engine/Source/Runtime/Android
SKA,/Engine/Source/Runtime/AnimationCore
SKA,/Engine/Source/Runtime/AnimGraphRuntime
FES,/Engine/Source/Runtime/AppFramework
PLA,/Engine/Source/Runtime/Apple
COR,/Engine/Source/Runtime/ApplicationCore
RES,/Engine/Source/Runtime/AssetRegistry
AUD,/Engine/Source/Runtime/AudioAnalyzer
AUD,/Engine/Source/Runtime/AudioCaptureCore
AUD,/Engine/Source/Runtime/AudioCaptureImplementations
AUD,/Engine/Source/Runtime/AudioCodecEngine
AUD,/Engine/Source/Runtime/AudioExtensions
AUD,/Engine/Source/Runtime/AudioLink
AUD,/Engine/Source/Runtime/AudioMixer
AUD,/Engine/Source/Runtime/AudioMixerCore
AUD,/Engine/Source/Runtime/AudioPlatformConfiguration
AUD,/Engine/Source/Runtime/AVEncoder
FES,/Engine/Source/Runtime/AVIWriter
AUD,/Engine/Source/Runtime/BinkAudioDecoder
EDI,/Engine/Source/Runtime/BlueprintRuntime
COR,/Engine/Source/Runtime/Cbor
FES,/Engine/Source/Runtime/CEF3Utils
LLR,/Engine/Source/Runtime/CinematicCamera
PHY,/Engine/Source/Runtime/ClothingSystemRuntimeCommon
PHY,/Engine/Source/Runtime/ClothingSystemRuntimeInterface
PHY,/Engine/Source/Runtime/ClothingSystemRuntimeNv
FES,/Engine/Source/Runtime/ColorManagement
EDI,/Engine/Source/Runtime/CookOnTheFly
COR,/Engine/Source/Runtime/Core
COR,/Engine/Source/Runtime/CoreOnline
COR,/Engine/Source/Runtime/CoreUObject
DEB,/Engine/Source/Runtime/CrashReportCore
RES,/Engine/Source/Runtime/CrunchCompression
SDK,/Engine/Source/Runtime/CUDA
SDK,/Engine/Source/Runtime/D3D12RHI
RES,/Engine/Source/Runtime/Datasmith
DEB,/Engine/Source/Runtime/DeveloperSettings
SKA,/Engine/Source/Runtime/Engine/Classes/Animation
VFX,/Engine/Source/Runtime/Engine/Classes/Atmosphere
AUD,/Engine/Source/Runtime/Engine/Classes/Audio
LLR,/Engine/Source/Runtime/Engine/Classes/Camera
EDI,/Engine/Source/Runtime/Engine/Classes/Commandlets
COR,/Engine/Source/Runtime/Engine/Classes/Components
SKA,/Engine/Source/Runtime/Engine/Classes/Curves
COR,/Engine/Source/Runtime/Engine/Classes/DataDrivenCVars
DEB,/Engine/Source/Runtime/Engine/Classes/Debug
PLA,/Engine/Source/Runtime/Engine/Classes/DeviceProfiles
COR,/Engine/Source/Runtime/Engine/Classes/Distributions
EDI,/Engine/Source/Runtime/Engine/Classes/EdGraph
EDI,/Engine/Source/Runtime/Engine/Classes/EditorFramework
COR,/Engine/Source/Runtime/Engine/Classes/Engine
RES,/Engine/Source/Runtime/Engine/Classes/Exporters
GMP,/Engine/Source/Runtime/Engine/Classes/GameFramework
HID,/Engine/Source/Runtime/Engine/Classes/Haptics
GMP,/Engine/Source/Runtime/Engine/Classes/Interfaces
GMP,/Engine/Source/Runtime/Engine/Classes/Kismet
GMP,/Engine/Source/Runtime/Engine/Classes/Layers
VFX,/Engine/Source/Runtime/Engine/Classes/Lightmass
LLR,/Engine/Source/Runtime/Engine/Classes/Materials
SKA,/Engine/Source/Runtime/Engine/Classes/Matinee
SKA,/Engine/Source/Runtime/Engine/Classes/MeshVertexPainter
OMP,/Engine/Source/Runtime/Engine/Classes/PacketHandlers
VFX,/Engine/Source/Runtime/Engine/Classes/Particles
PHY,/Engine/Source/Runtime/Engine/Classes/PhysicalMaterials
PHY,/Engine/Source/Runtime/Engine/Classes/PhysicsEngine
PHY,/Engine/Source/Runtime/Engine/Classes/PhysicsField
FES,/Engine/Source/Runtime/Engine/Classes/Slate
AUD,/Engine/Source/Runtime/Engine/Classes/Sound
COR,/Engine/Source/Runtime/Engine/Classes/VectorField
PHY,/Engine/Source/Runtime/Engine/Classes/Vehicles
DEB,/Engine/Source/Runtime/Engine/Classes/VisualLogger
LLR,/Engine/Source/Runtime/Engine/Classes/VT
GMP,/Engine/Source/Runtime/Engine/Private/ActorPartition
SKA,/Engine/Source/Runtime/Engine/Private/Animation
VFX,/Engine/Source/Runtime/Engine/Private/Atmosphere
AUD,/Engine/Source/Runtime/Engine/Private/Audio
LLR,/Engine/Source/Runtime/Engine/Private/Camera
PHY,/Engine/Source/Runtime/Engine/Private/Collision
EDI,/Engine/Source/Runtime/Engine/Private/Commandlets
COR,/Engine/Source/Runtime/Engine/Private/Components
SKA,/Engine/Source/Runtime/Engine/Private/Curves
COR,/Engine/Source/Runtime/Engine/Private/DataDrivenCVars
DEB,/Engine/Source/Runtime/Engine/Private/Debug
PLA,/Engine/Source/Runtime/Engine/Private/DeviceProfiles
EDI,/Engine/Source/Runtime/Engine/Private/EdGraph
EDI,/Engine/Source/Runtime/Engine/Private/EditorFramework
COR,/Engine/Source/Runtime/Engine/Private/Elements
COR,/Engine/Source/Runtime/Engine/Private/Engine
GMP,/Engine/Source/Runtime/Engine/Private/GameFramework
SGC,/Engine/Source/Runtime/Engine/Private/HLOD
SGC,/Engine/Source/Runtime/Engine/Private/HLSLTree
COR,/Engine/Source/Runtime/Engine/Private/Instances
COR,/Engine/Source/Runtime/Engine/Private/Internationalization
GMP,/Engine/Source/Runtime/Engine/Private/ISMPartition
GMP,/Engine/Source/Runtime/Engine/Private/Kismet
GMP,/Engine/Source/Runtime/Engine/Private/Layers
GMP,/Engine/Source/Runtime/Engine/Private/LevelInstance
LLR,/Engine/Source/Runtime/Engine/Private/Materials
SKA,/Engine/Source/Runtime/Engine/Private/MeshVertexPainter
OMP,/Engine/Source/Runtime/Engine/Private/Net
SGC,/Engine/Source/Runtime/Engine/Private/ODSC
GMP,/Engine/Source/Runtime/Engine/Private/PackedLevelActor
OMP,/Engine/Source/Runtime/Engine/Private/PacketHandlers
VFX,/Engine/Source/Runtime/Engine/Private/Particles
DEB,/Engine/Source/Runtime/Engine/Private/Performance
PHY,/Engine/Source/Runtime/Engine/Private/PhysicsEngine
PHY,/Engine/Source/Runtime/Engine/Private/PhysicsField
DEB,/Engine/Source/Runtime/Engine/Private/ProfilingDebugging
LLR,/Engine/Source/Runtime/Engine/Private/Rendering
LLR,/Engine/Source/Runtime/Engine/Private/Shader
LLR,/Engine/Source/Runtime/Engine/Private/ShaderCompiler
FES,/Engine/Source/Runtime/Engine/Private/Slate
RES,/Engine/Source/Runtime/Engine/Private/Streaming
COR,/Engine/Source/Runtime/Engine/Private/Subsystems
FES,/Engine/Source/Runtime/Engine/Private/UserInterface
PHY,/Engine/Source/Runtime/Engine/Private/Vehicles
DEB,/Engine/Source/Runtime/Engine/Private/VisualLogger
LLR,/Engine/Source/Runtime/Engine/Private/VT
GMP,/Engine/Source/Runtime/Engine/Private/WorldPartition
GMP,/Engine/Source/Runtime/Engine/Public/ActorPartition
SKA,/Engine/Source/Runtime/Engine/Public/Animation
AUD,/Engine/Source/Runtime/Engine/Public/Audio
EDI,/Engine/Source/Runtime/Engine/Public/Blueprint
SKA,/Engine/Source/Runtime/Engine/Public/Curves
EDI,/Engine/Source/Runtime/Engine/Public/EdGraph
COR,/Engine/Source/Runtime/Engine/Public/Elements
COR,/Engine/Source/Runtime/Engine/Public/Engine
SGC,/Engine/Source/Runtime/Engine/Public/HLOD
SGC,/Engine/Source/Runtime/Engine/Public/HLSLTree
COR,/Engine/Source/Runtime/Engine/Public/Instances
COR,/Engine/Source/Runtime/Engine/Public/Internationalization
GMP,/Engine/Source/Runtime/Engine/Public/ISMPartition
GMP,/Engine/Source/Runtime/Engine/Public/LevelInstance
OMP,/Engine/Source/Runtime/Engine/Public/Net
LLR,/Engine/Source/Runtime/Engine/Public/ODSC
SGC,/Engine/Source/Runtime/Engine/Public/ODSC
GMP,/Engine/Source/Runtime/Engine/Public/PackedLevelActor
OMP,/Engine/Source/Runtime/Engine/Public/PacketHandlers
DEB,/Engine/Source/Runtime/Engine/Public/Performance
PHY,/Engine/Source/Runtime/Engine/Public/Physics
DEB,/Engine/Source/Runtime/Engine/Public/ProfilingDebugging
LLR,/Engine/Source/Runtime/Engine/Public/Rendering
LLR,/Engine/Source/Runtime/Engine/Public/Shader
FES,/Engine/Source/Runtime/Engine/Public/Slate
RES,/Engine/Source/Runtime/Engine/Public/Streaming
COR,/Engine/Source/Runtime/Engine/Public/Subsystems
DEB,/Engine/Source/Runtime/Engine/Public/VisualLogger
LLR,/Engine/Source/Runtime/Engine/Public/VT
GMP,/Engine/Source/Runtime/Engine/Public/WorldPartition
OMP,/Engine/Source/Runtime/ExternalRPCRegistry
HID,/Engine/Source/Runtime/EyeTracker
PHY,/Engine/Source/Runtime/Foliage
OMP,/Engine/Source/Runtime/FriendsAndChat
FES,/Engine/Source/Runtime/GameMenuBuilder
HID,/Engine/Source/Runtime/GameplayMediaEncoder
HID,/Engine/Source/Runtime/GameplayTags
HID,/Engine/Source/Runtime/GameplayTasks
LLR,/Engine/Source/Runtime/GeometryCore
LLR,/Engine/Source/Runtime/GeometryFramework
COR,/Engine/Source/Runtime/HardwareSurvey
LLR,/Engine/Source/Runtime/HeadMountedDisplay
COR,/Engine/Source/Runtime/IESFile
RES,/Engine/Source/Runtime/ImageCore
RES,/Engine/Source/Runtime/ImageWrapper
RES,/Engine/Source/Runtime/ImageWriteQueue
HID,/Engine/Source/Runtime/InputCore
HID,/Engine/Source/Runtime/InputDevice
EDI,/Engine/Source/Runtime/InteractiveToolsFramework
PLA,/Engine/Source/Runtime/IOS
PLA,/Engine/Source/Runtime/IOS
COR,/Engine/Source/Runtime/IPC
COR,/Engine/Source/Runtime/IPC
COR,/Engine/Source/Runtime/Json
COR,/Engine/Source/Runtime/JsonUtilities
EDI,/Engine/Source/Runtime/Landscape
EDI,/Engine/Source/Runtime/Landscape
FES,/Engine/Source/Runtime/Launch
FES,/Engine/Source/Runtime/Launch
SKA,/Engine/Source/Runtime/LevelSequence
SKA,/Engine/Source/Runtime/LevelSequence
PLA,/Engine/Source/Runtime/Linux
PLA,/Engine/Source/Runtime/Linux
SKA,/Engine/Source/Runtime/LiveLinkAnimationCore
SKA,/Engine/Source/Runtime/LiveLinkInterface
SKA,/Engine/Source/Runtime/LiveLinkMessageBusFramework
LLR,/Engine/Source/Runtime/MaterialShaderQualitySettings
LLR,/Engine/Source/Runtime/MaterialShaderQualitySettings
RES,/Engine/Source/Runtime/Media
RES,/Engine/Source/Runtime/MediaAssets
RES,/Engine/Source/Runtime/MediaUtils
SKA,/Engine/Source/Runtime/MeshConversion
SKA,/Engine/Source/Runtime/MeshConversionEngineTypes
SKA,/Engine/Source/Runtime/MeshDescription
SKA,/Engine/Source/Runtime/MeshUtilitiesCommon
HID,/Engine/Source/Runtime/Messaging
HID,/Engine/Source/Runtime/MessagingCommon
HID,/Engine/Source/Runtime/MessagingRpc
COR,/Engine/Source/Runtime/MoviePlayer
COR,/Engine/Source/Runtime/MoviePlayerProxy
COR,/Engine/Source/Runtime/MovieScene
COR,/Engine/Source/Runtime/MovieSceneCapture
SKA,/Engine/Source/Runtime/MovieSceneTracks
SKA,/Engine/Source/Runtime/MRMesh
SKA,/Engine/Source/Runtime/MRMesh
OMP,/Engine/Source/Runtime/Net
OMP,/Engine/Source/Runtime/NetworkFile
OMP,/Engine/Source/Runtime/NetworkFileSystem
OMP,/Engine/Source/Runtime/Networking
OMP,/Engine/Source/Runtime/NetworkReplayStreaming
AUD,/Engine/Source/Runtime/NonRealtimeAudioRenderer
AUD,/Engine/Source/Runtime/NonRealtimeAudioRenderer
LLR,/Engine/Source/Runtime/NullDrv
LLR,/Engine/Source/Runtime/NullDrv
SDK,/Engine/Source/Runtime/NVidia
SDK,/Engine/Source/Runtime/NVidia
OMP,/Engine/Source/Runtime/Online
OMP,/Engine/Source/Runtime/Online
OMP,/Engine/Source/Runtime/OodleDataCompression
