subsystem,entity_description,path_from_root,related_information
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/IntegerPrimtitiveTestConfig.h,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/LogLines.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/Main.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/ManipulatorBoundsTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/ManipulatorCoreTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/ManipulatorViewTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/PerforceComponentTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/PlatformAddressedAssetCatalogTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/Prefab,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/PropertyIntCtrlCommonTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/PropertyIntCtrlCommonTests.h,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/PropertyIntSliderCtrlTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/PropertyIntSpinCtrlTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/PropertyTreeEditorTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/PythonBindingTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/QtWidgetLimitsTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/Script,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/Slice.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/Slices.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/SliceStabilityTests,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/SliceUpgradeTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/SliceUpgradeTestsData.h,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/SpinBoxTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/SQLiteConnectionTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/ThumbnailerTests.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/ToolsComponents,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/TransformComponent.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/UI,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/UndoStack.cpp,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/Viewport,
NIL,Tests,/Code/Framework/AzToolsFramework/Tests/Visibility,
NIL,Tests,/Code/LauncherUnified/Tests,
NIL,Tests,/Code/Tools/AzTestRunner,
NIL,XML file,/Code/Framework/AzFramework/AzFramework/AutoGen,
NIL,XML file,/Code/Framework/AzQtComponents/AzQtComponents/natvis,
EDI,,/Code/Editor,
PLA,,/Code/Framework/AtomCore/AtomCore/Instance,Simple class for verifying that no concurrent access is occurring.
PLA,,/Code/Framework/AtomCore/AtomCore/std,
PLA,,/Code/Framework/AtomCore/AtomCore/Utils,
RES,,/Code/Framework/AzCore/AzCore/Asset,
COR,,/Code/Framework/AzCore/AzCore/AzCoreModule.cpp,
COR,,/Code/Framework/AzCore/AzCore/AzCoreModule.h,
COR,,/Code/Framework/AzCore/AzCore/base.h,
COR,,/Code/Framework/AzCore/AzCore/Casting,[type casting]
GMP,,/Code/Framework/AzCore/AzCore/Component,
RES,,/Code/Framework/AzCore/AzCore/Compression,
COR,,/Code/Framework/AzCore/AzCore/Console,https://www.o3de.org/docs/user-guide/programming/az-console/
DEB,,/Code/Framework/AzCore/AzCore/Debug,
COR,,/Code/Framework/AzCore/AzCore/DOM,
GMP,,/Code/Framework/AzCore/AzCore/EBus,https://docs.aws.amazon.com/lumberyard/latest/userguide/ebus-intro.html
COR,,/Code/Framework/AzCore/AzCore/Interface,https://www.o3de.org/docs/user-guide/programming/az-interface/
PLA,,/Code/Framework/AzCore/AzCore/IO,
PLA,,/Code/Framework/AzCore/AzCore/IPC,https://opensource.com/article/19/4/interprocess-communication-linux-storage
PLA,,/Code/Framework/AzCore/AzCore/Jobs,This is the new pseudo-standard interface for running jobs, can be found in VS2010 and Intel's Threading Building Blocks.
COR,,/Code/Framework/AzCore/AzCore/JSON,
COR,,/Code/Framework/AzCore/AzCore/Math,
COR,,/Code/Framework/AzCore/AzCore/Memory,
COR,,/Code/Framework/AzCore/AzCore/Module,AZ::Module enables static and dynamic modules (aka LIBs and DLLs) to connect with the running AZ::ComponentApplication
COR,,/Code/Framework/AzCore/AzCore/Name,https://docs.o3de.org/docs/api/frameworks/azcore/class_a_z_1_1_name_dictionary.html
FES,,/Code/Framework/AzCore/AzCore/NativeUI,https://docs.o3de.org/docs/api/frameworks/azcore/class_a_z_1_1_native_u_i_1_1_native_u_i_requests.html
COR,,/Code/Framework/AzCore/AzCore/O3DEKernelConfiguration.h,
COR,,/Code/Framework/AzCore/AzCore/Outcome,Outcome is intended for use as the return type of a function that may fail.
PLA,,/Code/Framework/AzCore/AzCore/Platform.cpp,
PLA,,/Code/Framework/AzCore/AzCore/Platform.h,
PLA,,/Code/Framework/AzCore/AzCore/PlatformDef.h,
PLA,,/Code/Framework/AzCore/AzCore/PlatformId,
PLA,,/Code/Framework/AzCore/AzCore/PlatformIncl.h,
PLA,,/Code/Framework/AzCore/AzCore/PlatformRestrictedFileDef.h,
COR,,/Code/Framework/AzCore/AzCore/RTTI,https://www.geeksforgeeks.org/rtti-run-time-type-information-in-cpp/
GMP,,/Code/Framework/AzCore/AzCore/Script,
GMP,,/Code/Framework/AzCore/AzCore/ScriptCanvas,https://www.o3de.org/docs/user-guide/scripting/script-canvas/
COR,,/Code/Framework/AzCore/AzCore/Serialization,
COR,,/Code/Framework/AzCore/AzCore/Settings,The Settings Registry is the central storage for global settings.
FES,,/Code/Framework/AzCore/AzCore/Slice,https://www.o3de.org/docs/user-guide/interactivity/user-interface/slices/working-slices-creating/
OMP,,/Code/Framework/AzCore/AzCore/Socket,
GMP,,/Code/Framework/AzCore/AzCore/State,https://barrgroup.com/embedded-systems/how-to/introduction-hierarchical-state-machines
COR,,/Code/Framework/AzCore/AzCore/std,
COR,,/Code/Framework/AzCore/AzCore/StringFunc,
PLA,,/Code/Framework/AzCore/AzCore/Task,
PLA,,/Code/Framework/AzCore/AzCore/Threading,
PLA,,/Code/Framework/AzCore/AzCore/Time,
COR,,/Code/Framework/AzCore/AzCore/UserSettings,
COR,,/Code/Framework/AzCore/AzCore/Utils,
COR,,/Code/Framework/AzCore/AzCore/variadic.h,https://gcc.gnu.org/onlinedocs/cpp/Variadic-Macros.html
COR,,/Code/Framework/AzCore/AzCore/XML,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/Android,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/AzCore_Traits_Android.h,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/AzCore_Traits_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/base_Android.h,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/base_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/Debug,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/IO,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/IPC,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/Math,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/Memory,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/Module,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/NativeUI,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/PlatformId,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/PlatformIncl_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/Socket,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/std,
PLA,,/Code/Framework/AzCore/Platform/Android/AzCore/Utils,
PLA,,/Code/Framework/AzCore/Platform/Common/Apple,
PLA,,/Code/Framework/AzCore/Platform/Common/Clang,
PLA,,/Code/Framework/AzCore/Platform/Common/Default,
PLA,,/Code/Framework/AzCore/Platform/Common/MSVC,
PLA,,/Code/Framework/AzCore/Platform/Common/Unimplemented,
PLA,,/Code/Framework/AzCore/Platform/Common/UnixLike,
PLA,,/Code/Framework/AzCore/Platform/Common/UnixLikeDefault,
PLA,,/Code/Framework/AzCore/Platform/Common/VisualStudio,
PLA,,/Code/Framework/AzCore/Platform/Common/WinAPI,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/AzCore_Traits_iOS.h,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/AzCore_Traits_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/base_iOS.h,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/base_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/Debug,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/IO,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/IPC,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/Math,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/Memory,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/Module,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/NativeUI,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/PlatformId,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/PlatformIncl_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/Socket,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/std,
PLA,,/Code/Framework/AzCore/Platform/iOS/AzCore/Utils,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/AzCore_Traits_Linux.h,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/AzCore_Traits_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/base_Linux.h,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/base_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/Debug,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/IO,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/IPC,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/Math,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/Memory,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/Module,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/PlatformId,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/PlatformIncl_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/Socket,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/std,
PLA,,/Code/Framework/AzCore/Platform/Linux/AzCore/Utils,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/AzCore_Traits_Mac.h,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/AzCore_Traits_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/base_Mac.h,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/base_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/Debug,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/IO,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/IPC,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/Math,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/Memory,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/Module,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/NativeUI,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/Platform_Mac.cpp,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/PlatformId,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/PlatformIncl_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/Socket,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/std,
PLA,,/Code/Framework/AzCore/Platform/Mac/AzCore/Utils,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/AzCore_Traits_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/AzCore_Traits_Windows.h,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/base_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/base_Windows.h,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/Debug,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/IO,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/IPC,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/Math,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/Memory,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/Module,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/NativeUI,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/Platform_Windows.cpp,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/PlatformId,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/PlatformIncl_Platform.h,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/PlatformIncl_Windows.h,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/Socket,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/std,
PLA,,/Code/Framework/AzCore/Platform/Windows/AzCore/Utils,
GMP,,/Code/Framework/AzFramework/AzFramework/API,
COR,,/Code/Framework/AzFramework/AzFramework/Application,
COR,,/Code/Framework/AzFramework/AzFramework/Archive,
RES,,/Code/Framework/AzFramework/AzFramework/Asset,
COR,,/Code/Framework/AzFramework/AzFramework/AzFrameworkModule.cpp,
COR,,/Code/Framework/AzFramework/AzFramework/AzFrameworkModule.h,
COR,,/Code/Framework/AzFramework/AzFramework/CommandLine,
EDI,,/Code/Framework/AzFramework/AzFramework/Components,ComponentAdapter is a utility base class that provides a consistent pattern for implementing components that operate in the launcher but may need to share code in different contexts like the editor.
COR,,/Code/Framework/AzFramework/AzFramework/Dependency,
COR,,/Code/Framework/AzFramework/AzFramework/DocumentPropertyEditor,https://www.o3de.org/docs/api/frameworks/azframework/class_a_z_1_1_document_property_editor_1_1_document_adapter.html
GMP,,/Code/Framework/AzFramework/AzFramework/Entity,https://www.o3de.org/docs/learning-guide/tutorials/entities-and-prefabs/entity-and-prefab-basics/
PLA,,/Code/Framework/AzFramework/AzFramework/FileFunc,
RES,,/Code/Framework/AzFramework/AzFramework/FileTag,File Tag Query Manager class can be used to retreive tags based on either filepaths or patterns.
FES,,/Code/Framework/AzFramework/AzFramework/Font,
COR,,/Code/Framework/AzFramework/AzFramework/Gem,
FES,,/Code/Framework/AzFramework/AzFramework/InGameUI,Bus interface for other systems in game to access to the in-game UI system
HID,,/Code/Framework/AzFramework/AzFramework/Input,
PLA,,/Code/Framework/AzFramework/AzFramework/IO,
DEB,,/Code/Framework/AzFramework/AzFramework/Logging,
COR,,/Code/Framework/AzFramework/AzFramework/Math,
OMP,,/Code/Framework/AzFramework/AzFramework/Network,
PHY,,/Code/Framework/AzFramework/AzFramework/Physics,
PLA,,/Code/Framework/AzFramework/AzFramework/Platform,
COR,,/Code/Framework/AzFramework/AzFramework/Process,
COR,,/Code/Framework/AzFramework/AzFramework/ProjectManager,
LLR,,/Code/Framework/AzFramework/AzFramework/Render,
GMP,,/Code/Framework/AzFramework/AzFramework/Scene,
GMP,,/Code/Framework/AzFramework/AzFramework/Script,https://www.o3de.org/docs/user-guide/scripting/
FES,,/Code/Framework/AzFramework/AzFramework/Slice,https://www.o3de.org/docs/user-guide/interactivity/user-interface/slices/working-slices-creating/
GMP,,/Code/Framework/AzFramework/AzFramework/Spawnable,https://www.o3de.org/docs/learning-guide/tutorials/entities-and-prefabs/spawn-a-prefab/
COR,,/Code/Framework/AzFramework/AzFramework/StreamingInstall,
COR,,/Code/Framework/AzFramework/AzFramework/StringFunc,
LLR,,/Code/Framework/AzFramework/AzFramework/SurfaceData,
COR,,/Code/Framework/AzFramework/AzFramework/Thermal,
LLR,,/Code/Framework/AzFramework/AzFramework/Viewport,
GMP,,/Code/Framework/AzFramework/AzFramework/Visibility,worldEntityBounds will not be a 'tight-fit' Aabb but that of a transformed local aabb there will be some wasted space but it should be sufficient for the visibility system
FES,,/Code/Framework/AzFramework/AzFramework/Windowing,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/API,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/Application,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/AzFramework_Traits_Android.h,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/AzFramework_Traits_Platform.h,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/Input,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/IO,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/Process,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/Thermal,
PLA,,/Code/Framework/AzFramework/Platform/Android/AzFramework/Windowing,
PLA,,/Code/Framework/AzFramework/Platform/Common/Apple,
PLA,,/Code/Framework/AzFramework/Platform/Common/Default,
PLA,,/Code/Framework/AzFramework/Platform/Common/Unimplemented,
PLA,,/Code/Framework/AzFramework/Platform/Common/UnixLike,
PLA,,/Code/Framework/AzFramework/Platform/Common/WinAPI,
PLA,,/Code/Framework/AzFramework/Platform/Common/Xcb,
PLA,,/Code/Framework/AzFramework/Platform/iOS/AzFramework/API,
PLA,,/Code/Framework/AzFramework/Platform/iOS/AzFramework/Application,
PLA,,/Code/Framework/AzFramework/Platform/iOS/AzFramework/AzFramework_Traits_iOS.h,
PLA,,/Code/Framework/AzFramework/Platform/iOS/AzFramework/AzFramework_Traits_Platform.h,
PLA,,/Code/Framework/AzFramework/Platform/iOS/AzFramework/Input,
PLA,,/Code/Framework/AzFramework/Platform/iOS/AzFramework/Process,
PLA,,/Code/Framework/AzFramework/Platform/iOS/AzFramework/Utils,
PLA,,/Code/Framework/AzFramework/Platform/iOS/AzFramework/Windowing,
PLA,,/Code/Framework/AzFramework/Platform/Linux/AzFramework/API,
PLA,,/Code/Framework/AzFramework/Platform/Linux/AzFramework/Application,
PLA,,/Code/Framework/AzFramework/Platform/Linux/AzFramework/Asset,
PLA,,/Code/Framework/AzFramework/Platform/Linux/AzFramework/AzFramework_Traits_Linux.h,
PLA,,/Code/Framework/AzFramework/Platform/Linux/AzFramework/AzFramework_Traits_Platform.h,
PLA,,/Code/Framework/AzFramework/Platform/Linux/AzFramework/Input,
PLA,,/Code/Framework/AzFramework/Platform/Linux/AzFramework/Process,
PLA,,/Code/Framework/AzFramework/Platform/Linux/AzFramework/Windowing,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/API,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/Application,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/Asset,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/AzFramework_Traits_Mac.h,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/AzFramework_Traits_Platform.h,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/Input,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/Process,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/TargetManagement,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/Utils,
PLA,,/Code/Framework/AzFramework/Platform/Mac/AzFramework/Windowing,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/API,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/Application,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/Asset,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/AzFramework_Traits_Platform.h,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/AzFramework_Traits_Windows.h,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/Input,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/IO,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/Process,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/TargetManagement,
PLA,,/Code/Framework/AzFramework/Platform/Windows/AzFramework/Windowing,
COR,,/Code/Framework/AzGameFramework/AzGameFramework/Application,
COR,,/Code/Framework/AzGameFramework/AzGameFramework/AzGameFrameworkModule.cpp,
COR,,/Code/Framework/AzGameFramework/AzGameFramework/AzGameFrameworkModule.h,
OMP,,/Code/Framework/AzNetworking,
COR,,/Code/Framework/AzQtComponents/AzQtComponents/Application,
COR,,/Code/Framework/AzQtComponents/AzQtComponents/AzQtComponentsAPI.h,
FES,,/Code/Framework/AzQtComponents/AzQtComponents/Buses,DragAndDropContext is used to communicate to listener(s) about drag and drop operations
FES,,/Code/Framework/AzQtComponents/AzQtComponents/Components,
DEB,,/Code/Framework/AzQtComponents/AzQtComponents/DPEDebugViewStandalone,
FES,,/Code/Framework/AzQtComponents/AzQtComponents/DragAndDrop,It adds common viewport-useful details to the context, such as a suggested position to spawn objects
FES,,/Code/Framework/AzQtComponents/AzQtComponents/Gallery,https://www.o3de.org/docs/tools-ui/uidev-control-gallery/
FES,,/Code/Framework/AzQtComponents/AzQtComponents/PropertyEditorStandalone,https://www.o3de.org/docs/tools-ui/component-library/uidev-reflected-property-editor-component/
FES,,/Code/Framework/AzQtComponents/AzQtComponents/Utilities,
EDI,,/Code/Framework/AzToolsFramework/AzToolsFramework/ActionManager,https://github.com/o3de/sig-content/issues/51#issue-1203873701?ref=https://githubhelp.com
EDI,,/Code/Framework/AzToolsFramework/AzToolsFramework/API,A bus to talk to the asset system as a tool or editor
EDI,,/Code/Framework/AzToolsFramework/AzToolsFramework/Application,
COR,,/Code/Framework/AzToolsFramework/AzToolsFramework/Archive,the ArchiveComponent's job is to create and manipulate zip archives.
RES,,/Code/Framework/AzToolsFramework/AzToolsFramework/Asset,
FES,,/Code/Framework/AzToolsFramework/AzToolsFramework/AssetBrowser,https://www.o3de.org/docs/learning-guide/tutorials/assets/mesh-assets/
RES,,/Code/Framework/AzToolsFramework/AzToolsFramework/AssetBundle,
RES,,/Code/Framework/AzToolsFramework/AzToolsFramework/AssetCatalog,
RES,,/Code/Framework/AzToolsFramework/AzToolsFramework/AssetDatabase,
